timestep,total_population,resource_concentration,antibiotic_level,cooperation_index,competition_index,mutation_frequency,avg_fitness,genotype_diversity,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density,genotype_8_density,genotype_9_density,genotype_11_density,genotype_10_density,genotype_12_density,genotype_13_density,genotype_14_density
82,125,30,0.0,0.048,0.968,0.9333333333333333,11.043523364096144,9,0.936,,,0.008,0.008,0.008,0.008,,0.008,,0.008,,0.008,,0.008
83,123,30,0.0,0.04878048780487805,0.975609756097561,0.9333333333333333,10.918150028662584,8,0.943089430894309,,,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.008130081300813009,,0.008130081300813009,,0.008130081300813009,,0.008130081300813009,,
84,120,30,0.0,0.05,0.975,0.9333333333333333,10.881567284933364,8,0.9416666666666667,,,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,,0.008333333333333333,,0.008333333333333333,,0.008333333333333333,,
85,118,30,0.0,0.05084745762711865,0.9745762711864406,0.9333333333333333,10.842916906885081,8,0.940677966101695,,,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,,0.00847457627118644,,0.00847457627118644,,0.00847457627118644,,
86,117,30,0.0,0.05128205128205128,0.9743589743589743,0.9333333333333333,10.758450306383494,7,0.9487179487179487,,,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548,,0.008547008547008548,,,,0.008547008547008548,,
87,117,30,0.0,0.05128205128205128,0.9743589743589743,0.9333333333333333,10.575675391748305,7,0.9487179487179487,,,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548,,0.008547008547008548,,,,0.008547008547008548,,
88,115,30,0.0,0.05217391304347826,0.9739130434782609,0.9333333333333333,10.575637078279676,7,0.9478260869565217,,,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,,0.008695652173913044,,,,0.008695652173913044,,
89,115,30,0.0,0.05217391304347826,0.9739130434782609,0.9333333333333333,10.435573893443701,7,0.9478260869565217,,,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,,0.008695652173913044,,,,0.008695652173913044,,
90,115,30,0.0,0.05217391304347826,0.9739130434782609,0.9333333333333333,10.304933376282646,7,0.9478260869565217,,,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,,0.008695652173913044,,,,0.008695652173913044,,
91,114,30,0.0,0.05263157894736842,0.9736842105263158,0.9333333333333333,10.198010333391776,7,0.9473684210526315,,,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,,0.008771929824561403,,,,0.008771929824561403,,
92,112,30,0.0,0.05357142857142857,0.9732142857142857,0.9333333333333333,10.23901827736747,6,0.9553571428571429,,,0.008928571428571428,,0.008928571428571428,0.008928571428571428,,0.008928571428571428,,,,0.008928571428571428,,
93,111,30,0.0,0.05405405405405406,0.972972972972973,0.9333333333333333,10.195219504807241,6,0.954954954954955,,,0.009009009009009009,,0.009009009009009009,0.009009009009009009,,0.009009009009009009,,,,0.009009009009009009,,
94,111,30,0.0,0.05405405405405406,0.972972972972973,0.9333333333333333,10.091662211499695,6,0.954954954954955,,,0.009009009009009009,,0.009009009009009009,0.009009009009009009,,0.009009009009009009,,,,0.009009009009009009,,
95,111,30,0.0,0.05405405405405406,0.972972972972973,0.9333333333333333,9.97904617988123,6,0.954954954954955,,,0.009009009009009009,,0.009009009009009009,0.009009009009009009,,0.009009009009009009,,,,0.009009009009009009,,
96,110,30,0.0,0.05454545454545454,0.9727272727272728,0.9333333333333333,9.989688979243267,6,0.9545454545454546,,,0.00909090909090909,,0.00909090909090909,0.00909090909090909,,0.00909090909090909,,,,0.00909090909090909,,
97,109,30,0.0,0.05504587155963303,0.9724770642201835,0.9333333333333333,9.96560456685236,6,0.9541284403669725,,,0.009174311926605505,,0.009174311926605505,0.009174311926605505,,0.009174311926605505,,,,0.009174311926605505,,
98,107,30,0.0,0.056074766355140186,0.9719626168224299,0.9333333333333333,10.052433781536932,5,0.9626168224299065,,,0.009345794392523364,,0.009345794392523364,,,0.009345794392523364,,,,0.009345794392523364,,
99,107,30,0.0,0.056074766355140186,0.9813084112149533,0.9333333333333333,9.93417692706151,5,0.9626168224299065,,,0.009345794392523364,,0.009345794392523364,,,0.009345794392523364,,,,0.009345794392523364,,
100,103,30,0.0,0.05825242718446602,0.9805825242718447,0.9333333333333333,10.203074194518305,5,0.9611650485436893,,,0.009708737864077669,,0.009708737864077669,,,0.009708737864077669,,,,0.009708737864077669,,
101,102,30,0.0,0.058823529411764705,0.9803921568627451,0.9333333333333333,10.27308051789291,4,0.9705882352941176,,,0.00980392156862745,,,,,0.00980392156862745,,,,0.00980392156862745,,
102,102,30,0.0,0.058823529411764705,0.9803921568627451,0.9333333333333333,10.206523973248586,4,0.9705882352941176,,,0.00980392156862745,,,,,0.00980392156862745,,,,0.00980392156862745,,
103,101,30,0.0,0.0594059405940594,0.9900990099009901,0.9333333333333333,10.23916117253996,3,0.9801980198019802,,,,,,,,0.009900990099009901,,,,0.009900990099009901,,
104,100,30,0.0,0.06,0.99,0.9333333333333333,10.256370373872926,3,0.98,,,,,,,,0.01,,,,0.01,,
105,100,30,0.0,0.06,0.99,0.9333333333333333,10.185768572350133,3,0.98,,,,,,,,0.01,,,,0.01,,
106,100,30,0.0,0.06,0.99,0.9333333333333333,10.100118223008458,3,0.98,,,,,,,,0.01,,,,0.01,,
107,100,30,0.0,0.06,0.99,0.9333333333333333,10.022295497266906,3,0.98,,,,,,,,0.01,,,,0.01,,
108,100,30,0.0,0.06,0.99,0.9333333333333333,9.977180040061583,3,0.98,,,,,,,,0.01,,,,0.01,,
109,99,30,0.0,0.06060606060606061,0.98989898989899,0.9333333333333333,10.016248061815318,2,0.98989898989899,,,,,,,,0.010101010101010102,,,,,,
110,99,30,0.0,0.06060606060606061,0.98989898989899,0.9333333333333333,10.020900575167591,2,0.98989898989899,,,,,,,,0.010101010101010102,,,,,,
111,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.319017118203702,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
112,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.316871730507524,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
113,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.320985138660037,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
114,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.322994698574071,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
115,96,30,0.0,0.0625,0.9895833333333334,0.9333333333333333,10.337496027494334,2,0.9895833333333334,,,,,,,,0.010416666666666666,,,,,,
116,94,30,0.0,0.06382978723404255,0.9893617021276596,0.9333333333333333,10.531645933266278,2,0.9893617021276596,,,,,,,,0.010638297872340425,,,,,,
