timestep,total_population,resource_concentration,antibiotic_level,cooperation_index,competition_index,mutation_frequency,avg_fitness,genotype_diversity,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density
33,193,40,0.0,0.015544041450777202,1.0,0.875,17.65058342461045,8,0.9637305699481865,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676,0.0051813471502590676
34,187,40,0.0,0.016042780748663103,1.0,0.875,16.576311497921488,7,0.9679144385026738,,0.0053475935828877,0.0053475935828877,0.0053475935828877,0.0053475935828877,0.0053475935828877,0.0053475935828877
35,176,40,0.0,0.017045454545454544,1.0,0.875,16.076943857043627,6,0.9715909090909091,,,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.005681818181818182
36,168,40,0.0,0.017857142857142856,1.0,0.875,15.442885462996292,6,0.9702380952380952,,,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.005952380952380952
37,158,40,0.0,0.0189873417721519,1.0,0.875,15.063934652025821,6,0.9683544303797469,,,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.006329113924050633
38,148,40,0.0,0.02027027027027027,1.0,0.875,14.81383569246321,6,0.9662162162162162,,,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006756756756756757
39,142,40,0.0,0.02112676056338028,1.0,0.875,14.303769422395957,6,0.9647887323943662,,,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.007042253521126761
40,138,40,0.0,0.021739130434782608,1.0,0.875,13.749312468688379,6,0.9637681159420289,,,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.007246376811594203
41,134,40,0.0,0.022388059701492536,1.0,0.875,13.200844044184244,6,0.9626865671641791,,,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.007462686567164179
42,125,40,0.0,0.024,1.0,0.875,13.224030170653888,5,0.968,,,0.008,0.008,,0.008,0.008
43,117,40,0.0,0.02564102564102564,1.0,0.875,13.283927912322268,5,0.9658119658119658,,,0.008547008547008548,0.008547008547008548,,0.008547008547008548,0.008547008547008548
44,110,40,0.0,0.02727272727272727,1.0,0.875,13.389459693279697,5,0.9636363636363636,,,0.00909090909090909,0.00909090909090909,,0.00909090909090909,0.00909090909090909
45,105,40,0.0,0.02857142857142857,1.0,0.875,13.373436519539872,5,0.9619047619047619,,,0.009523809523809525,0.009523809523809525,,0.009523809523809525,0.009523809523809525
46,101,40,0.0,0.0297029702970297,1.0,0.875,13.388634257629239,5,0.9603960396039604,,,0.009900990099009901,0.009900990099009901,,0.009900990099009901,0.009900990099009901
47,100,40,0.0,0.03,1.0,0.875,13.056148553290637,5,0.96,,,0.01,0.01,,0.01,0.01
48,98,40,0.0,0.030612244897959183,1.0,0.875,12.79347701320684,5,0.9591836734693877,,,0.01020408163265306,0.01020408163265306,,0.01020408163265306,0.01020408163265306
49,98,40,0.0,0.030612244897959183,1.0,0.875,12.308673550206104,5,0.9591836734693877,,,0.01020408163265306,0.01020408163265306,,0.01020408163265306,0.01020408163265306
50,96,40,0.0,0.03125,1.0,0.875,12.068814608067479,5,0.9583333333333334,,,0.010416666666666666,0.010416666666666666,,0.010416666666666666,0.010416666666666666
51,94,40,0.0,0.031914893617021274,1.0,0.875,11.849771887112304,5,0.9574468085106383,,,0.010638297872340425,0.010638297872340425,,0.010638297872340425,0.010638297872340425
52,91,40,0.0,0.03296703296703297,1.0,0.875,11.820909914548118,5,0.9560439560439561,,,0.01098901098901099,0.01098901098901099,,0.01098901098901099,0.01098901098901099
