timestep,total_population,resource_concentration,antibiotic_level,cooperation_index,competition_index,mutation_frequency,avg_fitness,genotype_diversity,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density
157,52,40,0.0,0.057692307692307696,1.0,0.875,17.29079711341354,5,0.9230769230769231,,,0.019230769230769232,0.019230769230769232,,0.019230769230769232,0.019230769230769232
158,52,40,0.0,0.057692307692307696,1.0,0.875,17.427134805529743,5,0.9230769230769231,,,0.019230769230769232,0.019230769230769232,,0.019230769230769232,0.019230769230769232
159,52,40,0.0,0.057692307692307696,1.0,0.875,17.568676116280283,5,0.9230769230769231,,,0.019230769230769232,0.019230769230769232,,0.019230769230769232,0.019230769230769232
160,52,40,0.0,0.057692307692307696,1.0,0.875,17.64182868888548,5,0.9230769230769231,,,0.019230769230769232,0.019230769230769232,,0.019230769230769232,0.019230769230769232
161,53,40,0.0,0.05660377358490566,1.0,0.875,18.48080837864955,5,0.9056603773584906,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.03773584905660377
162,53,40,0.0,0.05660377358490566,1.0,0.875,18.538563972739418,5,0.9056603773584906,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.03773584905660377
163,53,40,0.0,0.05660377358490566,1.0,0.875,18.55561094390503,5,0.9056603773584906,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.03773584905660377
164,53,40,0.0,0.05660377358490566,1.0,0.875,18.59278260269172,5,0.9056603773584906,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.03773584905660377
165,53,40,0.0,0.05660377358490566,1.0,0.875,18.63842979853172,5,0.9056603773584906,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.03773584905660377
166,53,40,0.0,0.05660377358490566,1.0,0.875,18.71560720799907,5,0.9056603773584906,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.03773584905660377
167,52,40,0.0,0.057692307692307696,1.0,0.875,19.142004478806506,5,0.9038461538461539,,,0.019230769230769232,0.019230769230769232,,0.019230769230769232,0.038461538461538464
168,52,40,0.0,0.057692307692307696,1.0,0.875,19.26320082700082,5,0.9038461538461539,,,0.019230769230769232,0.019230769230769232,,0.019230769230769232,0.038461538461538464
169,52,40,0.0,0.057692307692307696,1.0,0.875,19.372020579264326,5,0.9038461538461539,,,0.019230769230769232,0.019230769230769232,,0.019230769230769232,0.038461538461538464
170,53,40,0.0,0.05660377358490566,1.0,0.875,20.250707095126987,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
171,53,40,0.0,0.05660377358490566,1.0,0.875,20.34580730415309,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
172,53,40,0.0,0.05660377358490566,1.0,0.875,20.449093407481307,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
173,53,40,0.0,0.05660377358490566,1.0,0.875,20.520104630686323,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
174,53,40,0.0,0.05660377358490566,1.0,0.875,20.593647929557736,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
175,53,40,0.0,0.05660377358490566,1.0,0.875,20.666823511934787,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
176,53,40,0.0,0.05660377358490566,1.0,0.875,20.762730270659265,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
177,53,40,0.0,0.05660377358490566,1.0,0.875,20.768656410335282,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
178,53,40,0.0,0.05660377358490566,1.0,0.875,20.78032718287775,5,0.8867924528301887,,,0.018867924528301886,0.018867924528301886,,0.018867924528301886,0.05660377358490566
179,54,40,0.0,0.05555555555555555,1.0,0.875,21.546463235114132,5,0.8703703703703703,,,0.018518518518518517,0.018518518518518517,,0.018518518518518517,0.07407407407407407
180,54,40,0.0,0.05555555555555555,1.0,0.875,21.558620015533673,5,0.8703703703703703,,,0.018518518518518517,0.018518518518518517,,0.018518518518518517,0.07407407407407407
181,54,40,0.0,0.05555555555555555,1.0,0.875,21.618888340494735,5,0.8703703703703703,,,0.018518518518518517,0.018518518518518517,,0.018518518518518517,0.07407407407407407
182,55,40,0.0,0.05454545454545454,1.0,0.875,22.350673847192688,5,0.8545454545454545,,,0.01818181818181818,0.01818181818181818,,0.01818181818181818,0.09090909090909091
183,55,40,0.0,0.05454545454545454,1.0,0.875,22.40197564692746,5,0.8545454545454545,,,0.01818181818181818,0.01818181818181818,,0.01818181818181818,0.09090909090909091
184,55,40,0.0,0.05454545454545454,1.0,0.875,22.436328066630686,5,0.8545454545454545,,,0.01818181818181818,0.01818181818181818,,0.01818181818181818,0.09090909090909091
185,56,40,0.0,0.05357142857142857,1.0,0.875,23.176308028570816,5,0.8392857142857143,,,0.017857142857142856,0.017857142857142856,,0.017857142857142856,0.10714285714285714
186,56,40,0.0,0.05357142857142857,1.0,0.875,23.243246456295747,5,0.8392857142857143,,,0.017857142857142856,0.017857142857142856,,0.017857142857142856,0.10714285714285714
187,56,40,0.0,0.05357142857142857,1.0,0.875,23.30438526386535,5,0.8392857142857143,,,0.017857142857142856,0.017857142857142856,,0.017857142857142856,0.10714285714285714
188,57,40,0.0,0.05263157894736842,1.0,0.875,23.983879004262484,5,0.8245614035087719,,,0.017543859649122806,0.017543859649122806,,0.017543859649122806,0.12280701754385964
189,57,40,0.0,0.05263157894736842,1.0,0.875,24.047059270198254,5,0.8245614035087719,,,0.017543859649122806,0.017543859649122806,,0.017543859649122806,0.12280701754385964
190,57,40,0.0,0.05263157894736842,1.0,0.875,24.104554582717746,5,0.8245614035087719,,,0.017543859649122806,0.017543859649122806,,0.017543859649122806,0.12280701754385964
191,56,40,0.0,0.05357142857142857,1.0,0.875,24.598003062678004,5,0.8214285714285714,,,0.017857142857142856,0.017857142857142856,,0.017857142857142856,0.125
192,56,40,0.0,0.05357142857142857,1.0,0.875,24.660565479240756,5,0.8214285714285714,,,0.017857142857142856,0.017857142857142856,,0.017857142857142856,0.125
193,56,40,0.0,0.05357142857142857,1.0,0.875,24.725547547729054,5,0.8214285714285714,,,0.017857142857142856,0.017857142857142856,,0.017857142857142856,0.125
194,56,40,0.0,0.05357142857142857,1.0,0.875,24.77927484984148,5,0.8214285714285714,,,0.017857142857142856,0.017857142857142856,,0.017857142857142856,0.125
195,56,40,0.0,0.05357142857142857,1.0,0.875,24.857325691518554,5,0.8214285714285714,,,0.017857142857142856,0.017857142857142856,,0.017857142857142856,0.125
196,55,40,0.0,0.05454545454545454,1.0,0.875,25.346363024619784,5,0.8181818181818182,,,0.01818181818181818,0.01818181818181818,,0.01818181818181818,0.12727272727272726
197,55,40,0.0,0.05454545454545454,1.0,0.875,25.421636410877444,5,0.8181818181818182,,,0.01818181818181818,0.01818181818181818,,0.01818181818181818,0.12727272727272726
198,55,40,0.0,0.05454545454545454,1.0,0.875,25.482622704343086,5,0.8181818181818182,,,0.01818181818181818,0.01818181818181818,,0.01818181818181818,0.12727272727272726
199,55,40,0.0,0.05454545454545454,1.0,0.875,26.608192409169583,5,0.8,,,0.01818181818181818,0.01818181818181818,,0.01818181818181818,0.14545454545454545
200,55,40,0.0,0.05454545454545454,1.0,0.875,26.688285229193067,5,0.8,,,0.01818181818181818,0.01818181818181818,,0.01818181818181818,0.14545454545454545
