timestep,total_population,resource_concentration,antibiotic_level,cooperation_index,competition_index,mutation_frequency,avg_fitness,genotype_diversity,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density,genotype_8_density,genotype_9_density,genotype_10_density,genotype_11_density,genotype_13_density,genotype_14_density,genotype_16_density,genotype_15_density,genotype_12_density
16,788,100,0.0,0.0,0.0,0.5,83.28214678466821,2,0.998730964467005,0.0012690355329949238,,,,,,,,,,,,,,,
17,823,100,0.0,0.0,0.0,0.5,81.90615078524746,2,0.9987849331713244,0.001215066828675577,,,,,,,,,,,,,,,
18,858,100,0.0,0.0,0.0,0.75,80.6279703790441,4,0.9965034965034965,0.0011655011655011655,0.0011655011655011655,0.0011655011655011655,,,,,,,,,,,,,
19,887,100,0.0,0.0,0.0,0.75,79.56964352810566,4,0.9966178128523112,0.0011273957158962795,0.0011273957158962795,0.0011273957158962795,,,,,,,,,,,,,
20,926,100,0.0,0.0,0.0,0.75,78.36378741001707,4,0.9967602591792657,0.0010799136069114472,0.0010799136069114472,0.0010799136069114472,,,,,,,,,,,,,
21,963,100,0.0,0.0,0.0,0.75,77.27751633810043,4,0.995846313603323,0.0010384215991692627,0.0020768431983385254,0.0010384215991692627,,,,,,,,,,,,,
22,981,100,0.0,0.0,0.0,0.75,76.57939040944812,4,0.9959225280326198,0.0010193679918450561,0.0020387359836901123,0.0010193679918450561,,,,,,,,,,,,,
23,1009,100,0.0,0.0,0.0,0.75,75.74052980481414,4,0.9960356788899901,0.0009910802775024777,0.0019821605550049554,0.0009910802775024777,,,,,,,,,,,,,
24,1048,100,0.0,0.0,0.0,0.8,74.77808475394271,5,0.9952290076335878,0.0009541984732824427,0.0019083969465648854,0.0009541984732824427,0.0009541984732824427,,,,,,,,,,,,
25,1080,100,0.0,0.000925925925925926,0.0,0.8,73.96403557353796,5,0.9953703703703703,0.000925925925925926,0.001851851851851852,0.000925925925925926,0.000925925925925926,,,,,,,,,,,,
26,1115,100,0.0,0.0008968609865470852,0.0,0.8,73.15088082414742,5,0.9946188340807175,0.0008968609865470852,0.0017937219730941704,0.0008968609865470852,0.0017937219730941704,,,,,,,,,,,,
27,1142,100,0.0,0.0017513134851138354,0.0,0.8,72.465680199214,5,0.9947460595446584,0.0008756567425569177,0.0017513134851138354,0.0008756567425569177,0.0017513134851138354,,,,,,,,,,,,
28,1173,100,0.0,0.0017050298380221654,0.0,0.8,71.76345492786345,5,0.9940323955669225,0.0008525149190110827,0.0025575447570332483,0.0008525149190110827,0.0017050298380221654,,,,,,,,,,,,
29,1201,100,0.0,0.0016652789342214821,0.0,0.8333333333333334,71.11736964341338,6,0.9933388842631141,0.0008326394671107411,0.002497918401332223,0.0008326394671107411,0.0016652789342214821,0.0008326394671107411,,,,,,,,,,,
30,1230,100,0.0,0.0016260162601626016,0.0,0.8571428571428571,70.48466063092408,7,0.9926829268292683,0.0008130081300813008,0.0024390243902439024,0.0008130081300813008,0.0016260162601626016,0.0008130081300813008,0.0008130081300813008,,,,,,,,,,
31,1254,100,0.0,0.0023923444976076554,0.0,0.8571428571428571,69.91426683790203,7,0.992822966507177,0.0007974481658692185,0.0023923444976076554,0.0007974481658692185,0.001594896331738437,0.0007974481658692185,0.0007974481658692185,,,,,,,,,,
32,1296,100,0.0,0.0023148148148148147,0.0,0.8571428571428571,69.225446990015,7,0.9922839506172839,0.0007716049382716049,0.0023148148148148147,0.0007716049382716049,0.0023148148148148147,0.0007716049382716049,0.0007716049382716049,,,,,,,,,,
33,1329,100,0.0,0.0030097817908201654,0.0,0.875,68.6291680592455,8,0.9917231000752446,0.0007524454477050414,0.002257336343115124,0.0007524454477050414,0.002257336343115124,0.0007524454477050414,0.0007524454477050414,0.0007524454477050414,,,,,,,,,
34,1347,100,0.0,0.002969561989606533,0.0,0.875,68.14691539265665,8,0.991833704528582,0.0007423904974016332,0.0022271714922048997,0.0007423904974016332,0.0022271714922048997,0.0007423904974016332,0.0007423904974016332,0.0007423904974016332,,,,,,,,,
35,1370,100,0.0,0.00291970802919708,0.00072992700729927,0.8888888888888888,67.64482219614563,9,0.9912408759124087,0.00072992700729927,0.0021897810218978104,0.00072992700729927,0.0021897810218978104,0.00072992700729927,0.00072992700729927,0.00072992700729927,0.00072992700729927,,,,,,,,
36,1393,100,0.0,0.002871500358937545,0.0007178750897343862,0.9,67.13706871649586,10,0.9892318736539842,0.0007178750897343862,0.0021536252692031586,0.0007178750897343862,0.002871500358937545,0.0007178750897343862,0.0007178750897343862,0.0014357501794687725,0.0007178750897343862,0.0007178750897343862,,,,,,,
37,1415,100,0.0,0.004240282685512367,0.0007067137809187279,0.9090909090909091,66.64494431299586,11,0.9879858657243816,0.0007067137809187279,0.0021201413427561835,0.0014134275618374558,0.0028268551236749115,0.0007067137809187279,0.0007067137809187279,0.0014134275618374558,0.0007067137809187279,0.0007067137809187279,,,,,,,
38,1441,100,0.0,0.004163775156141568,0.0006939625260235947,0.9090909090909091,66.14553027956985,11,0.9875086745315753,0.0006939625260235947,0.002081887578070784,0.0013879250520471894,0.002775850104094379,0.0006939625260235947,0.0006939625260235947,0.0013879250520471894,0.0006939625260235947,,0.0013879250520471894,,,,,,
39,1467,100,0.0,0.00408997955010225,0.0006816632583503749,0.9166666666666666,65.65860271130933,12,0.9870483980913429,0.0006816632583503749,0.002044989775051125,0.0013633265167007499,0.0027266530334014998,0.0006816632583503749,0.0006816632583503749,0.0013633265167007499,0.0006816632583503749,,0.0013633265167007499,,,,,,
40,1499,100,0.0,0.004002668445630421,0.00066711140760507,0.9166666666666666,65.1620285601817,12,0.9873248832555037,0.00066711140760507,0.0020013342228152103,0.00133422281521014,0.00266844563042028,0.00066711140760507,0.00066711140760507,0.00133422281521014,0.00066711140760507,,0.00133422281521014,,,,,,
41,1521,100,0.0,0.0039447731755424065,0.0006574621959237344,0.9166666666666666,64.71153008246462,12,0.9875082182774491,0.0006574621959237344,0.0019723865877712033,0.0013149243918474688,0.0026298487836949377,0.0006574621959237344,0.0006574621959237344,0.0013149243918474688,0.0006574621959237344,,0.0013149243918474688,,,,,,
42,1549,100,0.0,0.003873466752743706,0.0006455777921239509,0.9166666666666666,64.25278077016618,12,0.987088444157521,0.0006455777921239509,0.001936733376371853,0.001936733376371853,0.0025823111684958036,0.0006455777921239509,0.0006455777921239509,0.0012911555842479018,0.0006455777921239509,,0.0012911555842479018,,,,,,
43,1565,100,0.0,0.0038338658146964857,0.0006389776357827476,0.9166666666666666,63.836673746243605,12,0.987220447284345,0.0006389776357827476,0.0019169329073482429,0.0019169329073482429,0.0025559105431309905,0.0006389776357827476,0.0006389776357827476,0.0012779552715654952,0.0006389776357827476,,0.0012779552715654952,,,,,,
44,1596,100,0.0,0.0037593984962406013,0.0006265664160401002,0.9166666666666666,63.39219899448621,12,0.9874686716791979,0.0006265664160401002,0.0018796992481203006,0.0018796992481203006,0.002506265664160401,0.0006265664160401002,0.0006265664160401002,0.0012531328320802004,0.0006265664160401002,,0.0012531328320802004,,,,,,
45,1627,100,0.0,0.0036877688998156115,0.0006146281499692685,0.9166666666666666,62.95872295455524,12,0.9870928088506453,0.0006146281499692685,0.0018438844499078057,0.0018438844499078057,0.002458512599877074,0.0006146281499692685,0.0006146281499692685,0.001229256299938537,,0.001229256299938537,0.001229256299938537,,,,,,
46,1654,100,0.0,0.004232164449818622,0.0006045949214026602,0.9166666666666666,62.542234037062826,12,0.9873035066505441,0.0006045949214026602,0.0018137847642079807,0.0018137847642079807,0.0024183796856106408,0.0006045949214026602,0.0006045949214026602,0.0012091898428053204,,0.0012091898428053204,0.0012091898428053204,,,,,,
47,1675,100,0.0,0.00417910447761194,0.0005970149253731343,0.9166666666666666,62.14213552755867,12,0.9868656716417911,0.0005970149253731343,0.0023880597014925373,0.001791044776119403,0.0023880597014925373,0.0005970149253731343,0.0005970149253731343,0.0011940298507462687,,0.0011940298507462687,0.0011940298507462687,,,,,,
